Month,Day,Hour,Dew Point,Temperature,Pressure,Relative Humidity,Wind Speed,Conditions,GHI
10,14,6,53.71781738,54.41149414,987.4160156,97.49899292,1.171420813,Clear,0
10,14,7,53.80647705,55.22464722,987.5754395,94.96342468,1.106210232,Cloudy,6
10,14,8,54.66786012,57.76605957,987.9936523,89.39796448,1.040743232,Cloudy,50
10,14,9,56.21418579,62.06995362,987.9973755,81.12582397,1.062716365,Cloudy,276
10,14,10,58.76405762,66.47310912,987.6043701,76.23870087,1.130242348,Cloudy,336
10,14,11,61.33194702,70.22191894,986.9785156,73.44113159,1.401911378,Cloudy,517
10,14,12,63.04477051,73.01513793,986.0974731,70.96941376,1.571890354,Clear,571
10,14,13,63.74899414,74.86913574,984.5201416,68.35749054,1.683736563,Clear,473
10,14,14,63.90955933,75.5593518,983.6491699,67.17758179,1.698027372,Clear,406
10,14,15,63.889729,75.20438354,982.6898804,67.93028259,1.627686501,Clear,343
10,14,16,64.49628418,73.50408448,982.3703613,73.45169067,1.564186215,Clear,200
10,14,17,63.75580567,70.68718994,981.446228,78.72566986,1.684132338,Clear,104
10,14,18,62.567854,68.8096814,981.1646729,80.50865173,1.839408278,Clear,0
